Deal_ID,Date,Year,Month,Quarter,Region,Category,Channel,Segment,Sales_Rep,Status,Revenue,Cost,Profit,Profit_Margin,Units_Sold,Customer_Satisfaction
DL-00180,2022-01-01,2022,1,Q1,North America,Services,Partner,Mid-Market,Rep_03,Closed Won,13118.48,7268.19,5850.29,44.6,1,3.9
DL-00181,2023-09-06,2023,9,Q3,North America,Electronics,Direct,SMB,Rep_09,On Hold,15572.1,6725.56,8846.54,56.81,1,4.7
DL-00182,2022-11-28,2022,11,Q4,North America,Software,Reseller,Enterprise,Rep_03,Closed Won,48336.39,31491.7,16844.69,34.85,2,3.5
DL-00183,2023-05-16,2023,5,Q2,Middle East,Consulting,Partner,Enterprise,Rep_11,Closed Lost,11430.75,5427.41,6003.34,52.52,1,3.0
DL-00184,2022-01-20,2022,1,Q1,Latin America,Electronics,Partner,Mid-Market,Rep_12,In Progress,12298.22,5767.05,6531.17,53.11,1,5.0
DL-00185,2022-04-25,2022,4,Q2,North America,Services,Partner,Mid-Market,Rep_12,Closed Lost,22244.89,12111.57,10133.32,45.55,2,2.5
DL-00186,2023-01-07,2023,1,Q1,Asia Pacific,Software,Partner,Enterprise,Rep_03,Closed Won,33131.19,15893.77,17237.42,52.03,1,3.4
DL-00187,2022-11-11,2022,11,Q4,Latin America,Hardware,Direct,SMB,Rep_07,In Progress,19409.16,11729.93,7679.23,39.56,3,4.0
DL-00188,2022-09-03,2022,9,Q3,Europe,Electronics,Online,SMB,Rep_14,Closed Lost,8142.9,4315.84,3827.06,47.0,1,4.6
DL-00189,2022-03-01,2022,3,Q1,Europe,Consulting,Direct,Enterprise,Rep_11,In Progress,51279.74,28568.92,22710.82,44.29,2,4.3
DL-00190,2022-09-04,2022,9,Q3,North America,Software,Online,Startup,Rep_07,In Progress,41470.74,24385.18,17085.56,41.2,2,5.0
DL-00191,2023-08-04,2023,8,Q3,North America,Electronics,Online,Enterprise,Rep_10,On Hold,6470.06,3048.93,3421.13,52.88,1,3.7
DL-00192,2022-03-22,2022,3,Q1,Latin America,Electronics,Online,Enterprise,Rep_11,Closed Lost,12939.69,5881.26,7058.43,54.55,1,3.1
DL-00193,2022-03-29,2022,3,Q1,Latin America,Electronics,Partner,SMB,Rep_15,Closed Won,14221.94,10071.23,4150.71,29.19,1,3.6
DL-00194,2023-05-13,2023,5,Q2,Asia Pacific,Software,Partner,Mid-Market,Rep_19,Closed Lost,11123.92,6138.22,4985.7,44.82,1,3.5
DL-00195,2022-03-12,2022,3,Q1,North America,Software,Direct,Enterprise,Rep_16,Closed Won,21792.69,11860.3,9932.39,45.58,1,3.7
DL-00196,2023-06-30,2023,6,Q2,North America,Hardware,Online,Mid-Market,Rep_20,In Progress,12379.39,5106.06,7273.33,58.75,1,3.0
DL-00197,2022-05-09,2022,5,Q2,Asia Pacific,Software,Direct,SMB,Rep_12,Closed Won,20561.37,11808.22,8753.15,42.57,1,4.4
DL-00198,2022-05-12,2022,5,Q2,Latin America,Electronics,Partner,Enterprise,Rep_18,Closed Won,16930.5,10056.03,6874.47,40.6,1,4.1
DL-00199,2023-11-07,2023,11,Q4,Latin America,Services,Direct,Enterprise,Rep_13,In Progress,11327.92,6746.84,4581.08,40.44,1,2.8
DL-00200,2023-05-02,2023,5,Q2,Asia Pacific,Services,Direct,SMB,Rep_05,Closed Lost,9939.47,6435.42,3504.05,35.25,1,4.6
DL-00201,2023-07-17,2023,7,Q3,Asia Pacific,Electronics,Partner,Enterprise,Rep_04,Closed Won,10542.97,4872.1,5670.87,53.79,1,3.2
DL-00202,2022-06-19,2022,6,Q2,North America,Electronics,Direct,Startup,Rep_14,Closed Lost,20852.15,10181.65,10670.5,51.17,1,2.9
DL-00203,2022-09-29,2022,9,Q3,North America,Electronics,Online,Mid-Market,Rep_08,In Progress,6783.77,4638.44,2145.33,31.62,1,3.9
DL-00204,2023-06-25,2023,6,Q2,Latin America,Services,Direct,Startup,Rep_09,Closed Won,10043.03,7346.57,2696.46,26.85,1,2.4
DL-00205,2023-09-14,2023,9,Q3,Asia Pacific,Services,Direct,Enterprise,Rep_19,In Progress,19991.92,8947.91,11044.01,55.24,2,4.3
DL-00206,2023-03-10,2023,3,Q1,North America,Software,Partner,Startup,Rep_03,Closed Won,19989.14,11477.31,8511.83,42.58,1,1.5
DL-00207,2022-08-05,2022,8,Q3,North America,Hardware,Direct,SMB,Rep_05,In Progress,5561.02,2641.27,2919.75,52.5,1,3.0
DL-00208,2023-07-07,2023,7,Q3,Asia Pacific,Hardware,Direct,Enterprise,Rep_18,In Progress,11498.3,4841.08,6657.22,57.9,1,5.0
DL-00209,2023-12-08,2023,12,Q4,North America,Services,Online,Enterprise,Rep_01,Closed Won,10851.47,5576.85,5274.62,48.61,1,3.3
DL-00210,2022-07-25,2022,7,Q3,North America,Hardware,Direct,Enterprise,Rep_08,Closed Won,11613.46,5229.43,6384.03,54.97,1,3.4
DL-00211,2022-11-16,2022,11,Q4,Europe,Electronics,Online,Mid-Market,Rep_19,Closed Won,15291.54,9916.21,5375.33,35.15,1,4.8
DL-00212,2023-02-13,2023,2,Q1,Asia Pacific,Electronics,Direct,SMB,Rep_17,In Progress,4544.44,2666.7,1877.74,41.32,1,3.2
DL-00213,2023-11-19,2023,11,Q4,Asia Pacific,Electronics,Direct,Enterprise,Rep_17,Closed Lost,27058.65,12185.65,14873.0,54.97,2,4.4
DL-00214,2023-10-28,2023,10,Q4,North America,Electronics,Online,SMB,Rep_11,Closed Lost,42227.15,17027.45,25199.7,59.68,3,4.7
DL-00215,2023-01-18,2023,1,Q1,Asia Pacific,Software,Direct,Enterprise,Rep_02,Closed Won,47507.91,32441.01,15066.9,31.71,2,4.2
DL-00216,2023-03-25,2023,3,Q1,North America,Consulting,Direct,SMB,Rep_06,Closed Won,5112.91,2360.47,2752.44,53.83,1,2.6
DL-00217,2023-06-14,2023,6,Q2,North America,Electronics,Direct,SMB,Rep_14,Closed Won,18795.06,11505.88,7289.18,38.78,1,3.3
DL-00218,2023-04-08,2023,4,Q2,Asia Pacific,Electronics,Direct,Mid-Market,Rep_03,Closed Won,11877.87,6151.82,5726.05,48.21,1,5.0
DL-00219,2022-05-04,2022,5,Q2,Asia Pacific,Software,Online,Mid-Market,Rep_12,Closed Lost,14537.83,8794.23,5743.6,39.51,1,3.4
DL-00220,2022-09-11,2022,9,Q3,Latin America,Consulting,Direct,SMB,Rep_04,In Progress,31898.64,16283.58,15615.06,48.95,1,5.0
DL-00221,2022-08-19,2022,8,Q3,Asia Pacific,Software,Online,SMB,Rep_12,Closed Lost,23205.8,9988.45,13217.35,56.96,1,5.0
DL-00222,2022-03-07,2022,3,Q1,Europe,Software,Reseller,SMB,Rep_13,Closed Won,32239.9,15411.72,16828.18,52.2,1,4.2
DL-00223,2022-12-13,2022,12,Q4,North America,Electronics,Partner,Mid-Market,Rep_02,On Hold,15430.41,7187.8,8242.61,53.42,1,4.0
DL-00224,2022-01-22,2022,1,Q1,Europe,Electronics,Reseller,Enterprise,Rep_02,In Progress,8564.66,4708.91,3855.75,45.02,1,3.4
DL-00225,2023-08-26,2023,8,Q3,North America,Consulting,Direct,Enterprise,Rep_15,On Hold,22486.08,14175.21,8310.87,36.96,1,3.7
DL-00226,2023-07-22,2023,7,Q3,North America,Consulting,Reseller,Enterprise,Rep_17,Closed Lost,20743.19,10212.54,10530.65,50.77,1,3.2
DL-00227,2022-08-24,2022,8,Q3,Middle East,Electronics,Direct,SMB,Rep_07,Closed Won,6358.6,2570.3,3788.3,59.58,1,3.7
DL-00228,2023-08-26,2023,8,Q3,Europe,Consulting,Online,SMB,Rep_14,Closed Won,15110.28,8788.56,6321.72,41.84,1,2.7
DL-00229,2022-08-14,2022,8,Q3,Latin America,Services,Partner,Mid-Market,Rep_12,In Progress,8998.44,5507.19,3491.25,38.8,1,2.7
DL-00230,2022-01-08,2022,1,Q1,Asia Pacific,Hardware,Direct,Enterprise,Rep_17,Closed Won,16302.5,12015.02,4287.48,26.3,2,4.8
DL-00231,2022-03-14,2022,3,Q1,Asia Pacific,Software,Partner,SMB,Rep_14,Closed Won,19126.93,11596.94,7529.99,39.37,1,2.5
DL-00232,2023-12-26,2023,12,Q4,Europe,Software,Online,Mid-Market,Rep_06,Closed Lost,17118.51,9670.42,7448.09,43.51,1,4.5
DL-00233,2023-10-09,2023,10,Q4,Europe,Software,Direct,Mid-Market,Rep_19,Closed Lost,13849.27,8319.13,5530.14,39.93,1,2.3
DL-00234,2022-03-02,2022,3,Q1,Europe,Services,Direct,SMB,Rep_06,Closed Lost,10153.85,7359.16,2794.69,27.52,1,4.3
DL-00235,2022-08-23,2022,8,Q3,North America,Electronics,Online,SMB,Rep_18,Closed Won,27049.81,18662.54,8387.27,31.01,2,3.6
DL-00236,2022-03-11,2022,3,Q1,Asia Pacific,Electronics,Online,Enterprise,Rep_05,Closed Won,40828.96,20946.99,19881.97,48.7,3,4.9
DL-00237,2022-02-02,2022,2,Q1,North America,Software,Reseller,Startup,Rep_06,Closed Lost,28834.58,13928.23,14906.35,51.7,1,3.5
DL-00238,2022-12-05,2022,12,Q4,North America,Services,Online,Enterprise,Rep_02,On Hold,10725.05,5275.89,5449.16,50.81,1,2.2
DL-00239,2022-03-14,2022,3,Q1,Asia Pacific,Electronics,Reseller,Startup,Rep_08,In Progress,11430.82,6590.41,4840.41,42.35,1,3.6
DL-00240,2023-06-11,2023,6,Q2,North America,Services,Online,Mid-Market,Rep_15,On Hold,8283.8,5470.76,2813.04,33.96,1,3.9
DL-00241,2022-09-01,2022,9,Q3,Middle East,Consulting,Direct,SMB,Rep_15,In Progress,41090.83,23673.53,17417.3,42.39,1,3.7
DL-00242,2022-10-13,2022,10,Q4,Middle East,Electronics,Direct,Enterprise,Rep_11,Closed Lost,12814.95,5430.06,7384.89,57.63,1,4.3
DL-00243,2023-11-17,2023,11,Q4,Latin America,Services,Online,SMB,Rep_01,Closed Won,9220.63,6023.41,3197.22,34.67,1,3.3
DL-00244,2023-05-13,2023,5,Q2,Europe,Software,Partner,SMB,Rep_18,Closed Lost,24685.16,16837.49,7847.67,31.79,1,2.8
DL-00245,2022-08-08,2022,8,Q3,North America,Hardware,Direct,Enterprise,Rep_12,Closed Lost,5953.79,2984.78,2969.01,49.87,1,3.0
DL-00246,2023-07-07,2023,7,Q3,Middle East,Electronics,Direct,Mid-Market,Rep_12,Closed Lost,14448.07,9137.6,5310.47,36.76,1,3.4
DL-00247,2022-05-16,2022,5,Q2,Europe,Services,Reseller,Startup,Rep_11,Closed Lost,3643.27,2001.27,1642.0,45.07,1,3.4
DL-00248,2023-08-08,2023,8,Q3,Middle East,Hardware,Partner,SMB,Rep_08,Closed Lost,10526.12,7486.09,3040.03,28.88,1,5.0
DL-00249,2023-08-14,2023,8,Q3,Middle East,Consulting,Partner,Mid-Market,Rep_07,Closed Won,97230.39,67655.72,29574.67,30.42,4,4.8
DL-00250,2023-04-30,2023,4,Q2,Latin America,Services,Partner,Enterprise,Rep_02,Closed Lost,7587.96,4430.62,3157.34,41.61,1,4.3
DL-00251,2022-09-06,2022,9,Q3,North America,Software,Direct,SMB,Rep_11,Closed Won,30138.23,19349.56,10788.67,35.8,1,4.2
DL-00252,2023-04-30,2023,4,Q2,Europe,Services,Direct,Enterprise,Rep_10,In Progress,15307.96,10855.98,4451.98,29.08,1,4.0
DL-00253,2023-02-21,2023,2,Q1,Latin America,Hardware,Direct,SMB,Rep_03,Closed Won,15173.48,8702.01,6471.47,42.65,2,4.0
DL-00254,2022-07-14,2022,7,Q3,North America,Services,Direct,Startup,Rep_20,Closed Won,8762.0,4465.45,4296.55,49.04,1,3.9
DL-00255,2022-04-07,2022,4,Q2,North America,Electronics,Online,Mid-Market,Rep_10,Closed Won,6088.44,4041.4,2047.04,33.62,1,3.8
DL-00256,2022-04-10,2022,4,Q2,Europe,Consulting,Partner,Enterprise,Rep_18,Closed Lost,34288.61,16356.46,17932.15,52.3,1,2.1
DL-00257,2023-11-06,2023,11,Q4,Middle East,Services,Online,SMB,Rep_14,Closed Won,10664.28,5715.9,4948.38,46.4,1,3.5
DL-00258,2023-03-18,2023,3,Q1,Asia Pacific,Services,Reseller,SMB,Rep_18,Closed Won,8412.78,5914.22,2498.56,29.7,1,3.6
DL-00259,2022-12-29,2022,12,Q4,Europe,Electronics,Direct,SMB,Rep_08,Closed Lost,14031.35,9170.16,4861.19,34.65,1,3.2
DL-00260,2023-03-10,2023,3,Q1,North America,Services,Online,Mid-Market,Rep_10,Closed Won,10744.84,5816.55,4928.29,45.87,1,3.4
DL-00261,2023-02-25,2023,2,Q1,Asia Pacific,Software,Partner,Mid-Market,Rep_13,On Hold,29956.81,14234.3,15722.51,52.48,1,4.0
DL-00262,2023-04-24,2023,4,Q2,Middle East,Services,Reseller,SMB,Rep_08,On Hold,11733.99,6155.52,5578.47,47.54,1,4.4
DL-00263,2022-02-25,2022,2,Q1,North America,Electronics,Direct,SMB,Rep_04,Closed Lost,13453.07,6718.95,6734.12,50.06,1,4.0
DL-00264,2023-11-21,2023,11,Q4,Europe,Services,Online,Enterprise,Rep_04,Closed Won,12118.39,5594.23,6524.16,53.84,1,4.4
DL-00265,2023-11-01,2023,11,Q4,Latin America,Consulting,Partner,Enterprise,Rep_05,In Progress,26015.23,17174.38,8840.85,33.98,1,4.4
DL-00266,2023-10-24,2023,10,Q4,Asia Pacific,Electronics,Direct,SMB,Rep_01,Closed Won,20677.85,10095.43,10582.42,51.18,1,3.6
DL-00267,2022-04-11,2022,4,Q2,Asia Pacific,Consulting,Direct,SMB,Rep_17,Closed Lost,21921.68,12253.31,9668.37,44.1,1,4.2
DL-00268,2022-03-04,2022,3,Q1,Asia Pacific,Software,Online,Mid-Market,Rep_02,Closed Won,25930.11,13873.93,12056.18,46.49,1,2.4
DL-00269,2023-02-17,2023,2,Q1,Europe,Hardware,Online,Mid-Market,Rep_08,On Hold,3552.22,2641.88,910.34,25.63,1,3.5
DL-00270,2022-12-14,2022,12,Q4,North America,Hardware,Direct,Enterprise,Rep_07,Closed Won,6649.13,3569.8,3079.33,46.31,1,3.4
DL-00271,2022-04-22,2022,4,Q2,Latin America,Services,Partner,SMB,Rep_15,Closed Lost,13280.93,5684.16,7596.77,57.2,1,5.0
DL-00272,2022-09-12,2022,9,Q3,Latin America,Services,Direct,Enterprise,Rep_05,In Progress,5963.86,2573.04,3390.82,,1,4.1
DL-00273,2022-07-16,2022,7,Q3,Latin America,Hardware,Online,Enterprise,Rep_02,Closed Lost,6816.81,4136.19,2680.62,39.32,1,2.7
DL-00274,2022-07-14,2022,7,Q3,Latin America,Software,Direct,Mid-Market,Rep_07,Closed Won,7510.79,4579.91,2930.88,39.02,1,4.3
DL-00275,2023-07-04,2023,7,Q3,Europe,Software,Reseller,Enterprise,Rep_08,On Hold,12614.4,6894.6,5719.8,45.34,1,4.5
DL-00276,2023-04-05,2023,4,Q2,Europe,Services,Direct,SMB,Rep_07,Closed Lost,5750.85,3169.55,2581.3,44.89,1,3.7
DL-00277,2022-05-24,2022,5,Q2,Asia Pacific,Hardware,Direct,Enterprise,Rep_07,Closed Lost,8417.54,3525.91,4891.63,58.11,1,4.4
DL-00278,2023-03-09,2023,3,Q1,Asia Pacific,Hardware,Direct,Mid-Market,Rep_14,Closed Won,9451.24,5489.2,3962.04,41.92,1,1.8
DL-00279,2022-07-07,2022,7,Q3,Asia Pacific,Hardware,Direct,SMB,Rep_18,Closed Lost,7778.89,4485.77,3293.12,42.33,1,1.6
DL-00280,2022-10-13,2022,10,Q4,Asia Pacific,Software,Partner,Enterprise,Rep_06,Closed Won,20647.19,9339.6,11307.59,54.77,1,2.9
DL-00281,2023-04-19,2023,4,Q2,Latin America,Hardware,Direct,SMB,Rep_04,Closed Won,6618.65,2888.01,3730.64,56.37,1,3.9
DL-00282,2022-09-13,2022,9,Q3,North America,Electronics,Online,Mid-Market,Rep_10,Closed Won,21457.48,9511.04,11946.44,55.67,1,5.0
DL-00283,2022-03-19,2022,3,Q1,Europe,Software,Direct,Startup,Rep_18,In Progress,27806.94,12106.03,15700.91,56.46,1,2.9
DL-00284,2023-03-30,2023,3,Q1,North America,Electronics,Direct,Enterprise,Rep_12,Closed Won,12693.34,7786.07,4907.27,38.66,1,3.1
DL-00285,2023-07-18,2023,7,Q3,Europe,Software,Direct,Mid-Market,Rep_16,Closed Won,47728.35,22373.57,25354.78,53.12,2,3.9
DL-00286,2022-04-11,2022,4,Q2,North America,Software,Direct,Startup,Rep_07,Closed Lost,66278.35,32343.87,33934.48,51.2,3,3.4
DL-00287,2022-02-21,2022,2,Q1,Europe,Software,Direct,Startup,Rep_06,In Progress,13410.05,6178.68,7231.37,53.93,1,3.4
DL-00288,2023-10-30,2023,10,Q4,Europe,Services,Partner,SMB,Rep_05,Closed Won,12985.59,9547.56,3438.03,26.48,1,3.5
DL-00289,2023-07-08,2023,7,Q3,North America,Software,Partner,SMB,Rep_03,Closed Lost,117192.82,81931.39,35261.43,30.09,5,4.9
DL-00290,2022-01-16,2022,1,Q1,Europe,Software,Partner,SMB,Rep_12,Closed Won,28759.8,13824.06,14935.74,51.93,1,4.7
DL-00291,2022-04-06,2022,4,Q2,North America,Electronics,Partner,Mid-Market,Rep_15,Closed Won,15891.3,8178.43,7712.87,48.54,1,3.8
DL-00292,2022-08-31,2022,8,Q3,North America,Software,Partner,SMB,Rep_10,Closed Won,24312.94,11511.27,12801.67,52.65,1,5.0
DL-00293,2022-06-20,2022,6,Q2,Latin America,Electronics,Direct,Mid-Market,Rep_20,In Progress,19166.06,10965.99,8200.07,42.78,1,4.2
DL-00294,2023-02-21,2023,2,Q1,Europe,Electronics,Partner,SMB,Rep_19,Closed Won,21878.4,8901.53,12976.87,59.31,1,4.7
DL-00295,2023-05-13,2023,5,Q2,North America,Services,Reseller,Mid-Market,Rep_16,Closed Won,5366.64,3407.7,1958.94,36.5,1,3.1
DL-00296,2023-05-08,2023,5,Q2,Europe,Services,Partner,Mid-Market,Rep_11,Closed Won,9868.45,5754.35,4114.1,41.69,1,3.3
DL-00297,2022-08-07,2022,8,Q3,Asia Pacific,Services,Online,Enterprise,Rep_08,In Progress,3215.03,2297.21,917.82,28.55,1,3.3
DL-00298,2023-02-15,2023,2,Q1,North America,Software,Direct,Mid-Market,Rep_03,Closed Won,22515.81,10301.83,12213.98,54.25,1,3.7
DL-00299,2022-03-02,2022,3,Q1,Asia Pacific,Software,Online,SMB,Rep_07,Closed Won,15919.29,10848.01,5071.28,31.86,1,3.8
DL-00300,2022-06-18,2022,6,Q2,North America,Hardware,Online,Mid-Market,Rep_07,Closed Won,9478.54,6418.74,3059.8,32.28,1,4.1
DL-00301,2023-01-24,2023,1,Q1,North America,Software,Partner,SMB,Rep_14,Closed Won,10920.98,4854.52,6066.46,55.55,1,5.0
DL-00302,2022-01-03,2022,1,Q1,Europe,Software,Reseller,SMB,Rep_02,Closed Lost,19350.48,10439.5,8910.98,46.05,1,4.4
DL-00303,2023-02-04,2023,2,Q1,Europe,Electronics,Direct,Startup,Rep_10,Closed Lost,24320.57,11176.6,13143.97,54.04,2,3.4
DL-00304,2022-09-29,2022,9,Q3,Asia Pacific,Software,Direct,Enterprise,Rep_19,Closed Won,17826.91,8720.07,9106.84,51.08,1,3.8
DL-00305,2023-04-11,2023,4,Q2,Asia Pacific,Software,Online,Mid-Market,Rep_09,Closed Won,9644.69,4746.5,4898.19,50.79,1,5.0
DL-00306,2022-10-20,2022,10,Q4,Middle East,Software,Online,SMB,Rep_16,Closed Won,28435.61,16910.17,11525.44,40.53,1,4.4
DL-00307,2023-03-10,2023,3,Q1,Europe,Services,Direct,SMB,Rep_19,Closed Won,7458.25,4057.24,3401.01,45.6,1,5.0
DL-00308,2023-12-15,2023,12,Q4,North America,Software,Direct,Enterprise,Rep_18,Closed Won,22781.14,16669.11,6112.03,26.83,1,3.4
DL-00309,2023-07-24,2023,7,Q3,Asia Pacific,Services,Direct,SMB,Rep_09,In Progress,6942.42,3084.03,3858.39,55.58,1,3.2
DL-00310,2023-11-09,2023,11,Q4,North America,Hardware,Direct,Enterprise,Rep_16,On Hold,21469.64,15904.54,5565.1,25.92,3,3.2
DL-00311,2023-05-14,2023,5,Q2,Europe,Hardware,Online,Enterprise,Rep_13,On Hold,3670.78,1764.63,1906.15,51.93,1,
DL-00312,2022-06-08,2022,6,Q2,North America,Services,Partner,Enterprise,Rep_10,In Progress,41236.88,27649.57,13587.31,32.95,5,2.9
DL-00313,2022-07-14,2022,7,Q3,North America,Consulting,Direct,Enterprise,Rep_20,Closed Lost,24677.18,12798.56,11878.62,48.14,1,4.0
DL-00314,2022-10-31,2022,10,Q4,Middle East,Electronics,Direct,Startup,Rep_14,In Progress,16440.92,7399.7,9041.22,54.99,1,4.0
DL-00315,2022-08-11,2022,8,Q3,Latin America,Electronics,Direct,Startup,Rep_12,Closed Won,11253.19,7880.17,3373.02,29.97,1,4.9
DL-00316,2022-03-01,2022,3,Q1,Asia Pacific,Electronics,Direct,SMB,Rep_19,Closed Lost,11020.24,5599.4,5420.84,49.19,1,2.4
DL-00317,2023-08-17,2023,8,Q3,Europe,Services,Partner,Mid-Market,Rep_07,Closed Lost,6754.24,4259.22,2495.02,36.94,1,3.0
DL-00318,2023-07-10,2023,7,Q3,North America,Hardware,Reseller,Enterprise,Rep_15,Closed Lost,10805.66,6464.54,4341.12,40.17,1,4.4
DL-00319,2022-03-04,2022,3,Q1,North America,Electronics,Online,Mid-Market,Rep_16,In Progress,7408.67,4186.75,3221.92,43.49,1,3.9
DL-00320,2022-11-18,2022,11,Q4,North America,Consulting,Direct,Mid-Market,Rep_08,Closed Won,35990.38,20641.81,15348.57,42.65,1,3.8
DL-00321,2022-02-28,2022,2,Q1,Europe,Electronics,Reseller,Startup,Rep_10,Closed Won,5031.93,3302.37,1729.56,34.37,1,4.8
DL-00322,2022-02-21,2022,2,Q1,Asia Pacific,Consulting,Online,SMB,Rep_04,On Hold,34396.74,14815.38,19581.36,56.93,1,3.0
DL-00323,2023-08-22,2023,8,Q3,Asia Pacific,Software,Online,Mid-Market,Rep_19,Closed Won,38223.37,24228.39,13994.98,36.61,1,3.2
DL-00324,2023-05-04,2023,5,Q2,North America,Electronics,Partner,Enterprise,Rep_19,Closed Lost,7931.09,5659.1,2271.99,28.65,1,3.1
DL-00325,2023-05-30,2023,5,Q2,Middle East,Software,Direct,Startup,Rep_15,On Hold,35101.61,14750.6,20351.01,57.98,1,2.2
DL-00326,2023-06-28,2023,6,Q2,Asia Pacific,Electronics,Direct,Enterprise,Rep_14,Closed Lost,15390.38,6913.8,8476.58,55.08,1,3.9
DL-00327,2022-06-11,2022,6,Q2,Europe,Electronics,Direct,SMB,Rep_01,Closed Lost,33356.86,21709.35,11647.51,34.92,2,3.4
DL-00328,2022-02-28,2022,2,Q1,Asia Pacific,Software,Direct,Mid-Market,Rep_16,Closed Won,16301.75,9015.66,7286.09,44.7,1,3.2
DL-00329,2023-06-05,2023,6,Q2,Europe,Hardware,Direct,Mid-Market,Rep_10,Closed Won,32701.94,17699.66,15002.28,45.88,5,3.1
DL-00330,2022-03-24,2022,3,Q1,North America,Software,Partner,Enterprise,Rep_19,In Progress,7564.64,3388.49,4176.15,55.21,1,3.8
DL-00331,2022-07-10,2022,7,Q3,Europe,Software,Online,Startup,Rep_03,Closed Lost,21202.6,12241.73,8960.87,42.26,1,3.2
DL-00332,2022-03-12,2022,3,Q1,Asia Pacific,Services,Partner,Enterprise,Rep_05,Closed Lost,4277.21,1900.33,2376.88,55.57,1,4.0
DL-00333,2023-09-02,2023,9,Q3,North America,Services,Direct,SMB,Rep_09,Closed Won,25231.98,14301.92,10930.06,43.32,3,4.2
DL-00334,2022-03-11,2022,3,Q1,North America,Electronics,Reseller,Enterprise,Rep_18,Closed Won,13160.23,8781.37,4378.86,33.27,1,3.6
DL-00335,2023-11-23,2023,11,Q4,North America,Software,Reseller,Enterprise,Rep_11,On Hold,22943.47,11251.31,11692.16,50.96,1,3.5
DL-00336,2022-08-29,2022,8,Q3,North America,Electronics,Online,SMB,Rep_16,Closed Won,18721.44,10638.93,8082.51,43.17,1,3.9
DL-00337,2023-02-18,2023,2,Q1,Latin America,Electronics,Reseller,SMB,Rep_02,Closed Lost,14964.0,11181.18,3782.82,25.28,1,3.8
DL-00338,2022-05-03,2022,5,Q2,Asia Pacific,Services,Partner,Enterprise,Rep_12,Closed Won,7431.33,4758.49,2672.84,35.97,1,4.9
DL-00339,2023-08-07,2023,8,Q3,Europe,Electronics,Reseller,Enterprise,Rep_06,Closed Lost,8002.28,5557.38,2444.9,30.55,1,4.1
DL-00340,2022-09-10,2022,9,Q3,North America,Software,Direct,SMB,Rep_11,On Hold,27197.7,14828.1,12369.6,45.48,1,4.7
DL-00341,2023-08-16,2023,8,Q3,Europe,Services,Direct,Mid-Market,Rep_08,Closed Lost,12085.45,8082.16,4003.29,33.12,1,4.3
DL-00342,2023-09-01,2023,9,Q3,Europe,Electronics,Direct,Mid-Market,Rep_12,Closed Won,21236.87,8795.85,12441.02,58.58,1,2.7
DL-00343,2022-02-10,2022,2,Q1,North America,Services,Direct,Enterprise,Rep_02,Closed Lost,26022.16,11528.31,14493.85,55.7,3,3.4
DL-00344,2023-09-27,2023,9,Q3,Europe,Electronics,Direct,SMB,Rep_09,In Progress,5058.98,2383.16,2675.82,52.89,1,3.8
DL-00345,2022-03-25,2022,3,Q1,Europe,Consulting,Partner,Enterprise,Rep_15,Closed Won,29001.25,15680.49,13320.76,45.93,1,4.5
DL-00346,2023-03-06,2023,3,Q1,Asia Pacific,Software,Online,Enterprise,Rep_02,In Progress,45365.18,31574.65,13790.53,30.4,2,
DL-00347,2023-11-05,2023,11,Q4,Asia Pacific,Hardware,Partner,Mid-Market,Rep_01,Closed Lost,7517.1,3917.86,3599.24,47.88,1,3.4
DL-00348,2023-08-21,2023,8,Q3,North America,Services,Direct,SMB,Rep_10,In Progress,3106.51,1954.36,1152.15,37.09,1,3.8
DL-00349,2023-08-02,2023,8,Q3,Europe,Electronics,Online,Enterprise,Rep_02,Closed Lost,7865.85,5099.12,2766.73,35.17,1,4.4
DL-00350,2023-06-20,2023,6,Q2,Asia Pacific,Services,Partner,Enterprise,Rep_12,Closed Won,11785.5,7132.16,4653.34,39.48,1,3.8
DL-00351,2022-11-20,2022,11,Q4,Europe,Consulting,Direct,Enterprise,Rep_08,Closed Won,34719.31,18228.84,16490.47,47.5,1,5.0
DL-00352,2022-09-25,2022,9,Q3,Latin America,Services,Online,Mid-Market,Rep_05,Closed Won,13997.03,8425.77,5571.26,39.8,1,2.7
DL-00353,2022-07-29,2022,7,Q3,Asia Pacific,Hardware,Direct,Startup,Rep_01,On Hold,5413.72,2814.01,2599.71,48.02,1,4.3
DL-00354,2023-11-17,2023,11,Q4,North America,Hardware,Direct,Enterprise,Rep_15,In Progress,9110.1,3911.47,5198.63,57.06,1,4.3
DL-00355,2022-11-18,2022,11,Q4,North America,Electronics,Reseller,Enterprise,Rep_06,Closed Lost,9347.59,6987.15,2360.44,25.25,1,4.7
DL-00356,2022-09-02,2022,9,Q3,Asia Pacific,Electronics,Direct,Mid-Market,Rep_12,Closed Won,17082.07,7593.22,9488.85,55.55,1,3.8
DL-00357,2022-09-29,2022,9,Q3,North America,Services,Partner,Startup,Rep_08,Closed Won,10269.63,4367.9,5901.73,57.47,1,4.5
DL-00358,2023-02-10,2023,2,Q1,Europe,Software,Reseller,SMB,Rep_13,In Progress,16584.12,11733.03,4851.09,29.25,1,3.6
DL-00359,2022-05-15,2022,5,Q2,Middle East,Hardware,Online,Enterprise,Rep_19,Closed Lost,17435.94,8816.35,8619.59,49.44,2,3.2
